Invoice_No.,InvoiceDate,DueDate,Description,Unit_price,Quantity,Tax ,Total,Date,Time,Payment,Mobile_no
2771850469,10/28/2012,11/27/2012,Fashion accessories,83.77,2,8.377,175.917,2/24/2019,19:57,Cash,21984605076
2783374260,3/20/2013,4/19/2013,Sports and travel,64.08,7,22.428,470.988,2/19/2019,19:29,Credit card,21979172875
2794370654,1/16/2012,2/15/2012,Food and beverages,73.47,4,14.694,308.574,2/23/2019,18:30,Cash,21979469032
2800981232,7/2/2012,8/1/2012,Health and beauty,58.95,10,29.475,618.975,2/7/2019,14:27,Ewallet,21972987641
2801147000,3/3/2013,4/2/2013,Food and beverages,48.5,6,14.55,305.55,1/11/2019,13:57,Ewallet,21992449824
2806337298,2/19/2012,3/20/2012,Electronic accessories,39.48,1,1.974,41.454,2/12/2019,19:43,Cash,21998817960
2806345363,4/18/2013,5/18/2013,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,10:11,Credit card,21986146872
2811916189,10/28/2013,11/27/2013,Fashion accessories,49.32,6,14.796,310.716,1/9/2019,13:46,Ewallet,21983461331
2818239190,7/15/2012,8/14/2012,Fashion accessories,21.48,2,2.148,45.108,2/27/2019,12:22,Ewallet,21987528491
2819777550,5/24/2013,6/23/2013,Sports and travel,23.08,6,6.924,145.404,1/24/2019,19:20,Ewallet,21980146920
2824604487,1/28/2012,2/27/2012,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019,12:58,Credit card,21997879120
2827612677,11/21/2012,12/21/2012,Sports and travel,64.83,2,6.483,136.143,1/8/2019,11:59,Credit card,21971324414
2836103383,5/10/2012,6/9/2012,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59,Cash,21982653813
2840107285,1/2/2013,2/1/2013,Sports and travel,72.88,2,7.288,153.048,3/13/2019,12:51,Cash,84994073057
2843203106,6/27/2012,7/27/2012,Food and beverages,67.1,3,10.065,211.365,2/15/2019,10:36,Cash,84979573467
2863276075,3/26/2012,4/25/2012,Sports and travel,70.19,9,31.5855,663.2955,1/25/2019,13:38,Cash,84998724364
2867355070,11/5/2013,12/5/2013,Food and beverages,55.04,7,19.264,404.544,3/12/2019,19:39,Ewallet,84985137275
2871447909,5/5/2013,6/4/2013,Health and beauty,48.63,10,24.315,510.615,3/4/2019,12:44,Cash,84988353163
2872500354,3/25/2012,4/24/2012,Fashion accessories,73.38,7,25.683,539.343,2/10/2019,13:56,Cash,11111111111
2879905746,11/24/2013,12/24/2013,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42,Cash,84999015779
2882083969,5/22/2013,6/21/2013,Home and lifestyle,87.37,5,21.8425,458.6925,1/29/2019,19:45,Cash,84984423524
2884857136,9/19/2012,10/19/2012,Sports and travel,27.04,4,5.408,113.568,1/1/2019,20:26,Ewallet,84888888888
2898287464,10/28/2012,11/27/2012,Home and lifestyle,62.19,4,12.438,261.198,1/6/2019,19:46,Ewallet,84988652853
2899243412,6/30/2012,7/30/2012,Electronic accessories,69.58,9,31.311,657.531,2/19/2019,19:38,Credit card,84988913821
2900528557,11/28/2012,12/28/2012,Home and lifestyle,97.5,10,48.75,1023.75,1/12/2019,16:18,Ewallet,84981133905
2906379133,12/17/2012,1/16/2013,Fashion accessories,60.41,8,24.164,507.444,2/7/2019,12:23,Ewallet,84988445167
2912484665,8/5/2013,9/4/2013,Food and beverages,32.32,3,4.848,101.808,3/27/2019,19:11,Credit card,84998418470
2923296215,1/4/2012,2/3/2012,Fashion accessories,19.77,10,9.885,207.585,2/27/2019,18:57,Credit card,84981211760
2924198306,10/31/2013,11/30/2013,Health and beauty,80.47,9,36.2115,760.4415,1/6/2019,11:18,Cash,84985159790
2924562161,12/17/2012,1/16/2013,Home and lifestyle,88.39,9,39.7755,835.2855,3/2/2019,12:40,Cash,84985707115
2925434206,10/11/2013,11/10/2013,Health and beauty,71.77,7,25.1195,527.5095,3/29/2019,14:06,Cash,84922222222
2926591272,6/22/2013,7/22/2013,Electronic accessories,43,4,8.6,180.6,1/31/2019,20:48,Ewallet,84976576725
2936586813,4/30/2013,5/30/2013,Food and beverages,68.98,1,3.449,72.429,1/21/2019,20:13,Cash,84989389824
2938081000,3/19/2012,4/18/2012,Fashion accessories,15.62,8,6.248,131.208,1/20/2019,20:37,Ewallet,84999781337
2941967523,1/12/2013,2/11/2013,Sports and travel,25.7,3,3.855,80.955,1/17/2019,17:59,Ewallet,84999729672
2947584001,3/19/2013,4/18/2013,Food and beverages,80.62,6,24.186,507.906,2/28/2019,20:18,Cash,84995444670
2947790220,1/5/2012,2/4/2012,Home and lifestyle,75.53,4,15.106,317.226,3/19/2019,15:52,Ewallet,84983146531
2949843698,4/10/2012,5/10/2012,Electronic accessories,77.63,9,34.9335,733.6035,2/19/2019,15:14,Ewallet,84971918552
2952430924,6/11/2013,7/11/2013,Health and beauty,13.85,9,6.2325,130.8825,2/4/2019,12:50,Ewallet,84986108893
2953405140,8/21/2013,9/20/2013,Fashion accessories,98.7,8,39.48,829.08,1/31/2019,10:36,Ewallet,84998734524
2960848343,8/22/2013,9/21/2013,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33,Credit card,84966666666
2962262974,9/6/2013,10/6/2013,Fashion accessories,71.46,7,25.011,525.231,3/28/2019,16:06,Ewallet,84986230477
2964011777,1/6/2013,2/5/2013,Electronic accessories,11.94,3,1.791,37.611,1/19/2019,12:47,Credit card,84968895355
2966579935,5/18/2013,6/17/2013,Fashion accessories,45.38,3,6.807,142.947,2/17/2019,13:34,Credit card,84994392228
2969671399,5/26/2013,6/25/2013,Fashion accessories,17.48,6,5.244,110.124,1/18/2019,15:04,Credit card,84985267278
2969926155,6/11/2013,7/11/2013,Fashion accessories,25.56,7,8.946,187.866,2/2/2019,20:42,Cash,84982614208
2969979027,12/30/2012,1/29/2013,Sports and travel,90.63,9,40.7835,856.4535,1/18/2019,15:28,Cash,84994448758
2970425808,8/13/2013,9/12/2013,Home and lifestyle,44.12,3,6.618,138.978,3/18/2019,13:45,Credit card,84987215485
2977673351,6/3/2013,7/3/2013,Food and beverages,36.77,7,12.8695,270.2595,1/11/2019,20:10,Cash,84966666666
2979360755,5/12/2012,6/11/2012,Food and beverages,23.34,4,4.668,98.028,2/4/2019,18:53,Ewallet,84984350876
2987359559,3/8/2013,4/7/2013,Health and beauty,28.5,8,11.4,239.4,2/6/2019,14:24,Cash,84981607088
2998565198,2/12/2012,3/13/2012,Home and lifestyle,55.57,3,8.3355,175.0455,1/8/2019,11:42,Credit card,84971918552
3007642107,5/20/2012,6/19/2012,Sports and travel,69.74,10,34.87,732.27,3/5/2019,17:49,Credit card,84989617481
3014047428,11/12/2012,12/12/2012,Fashion accessories,97.26,4,19.452,408.492,3/16/2019,15:33,Ewallet,84992199146
3021707927,8/20/2012,9/19/2012,Home and lifestyle,52.18,7,18.263,383.523,3/9/2019,10:54,Cash,69987203948
3023099566,2/18/2013,3/20/2013,Fashion accessories,22.32,4,4.464,93.744,3/1/2019,16:23,Credit card,69972059027
3025631462,4/26/2013,5/26/2013,Health and beauty,56,3,8.4,176.4,2/28/2019,19:33,Ewallet,69983744524
3030097145,2/20/2012,3/21/2012,Fashion accessories,19.7,1,0.985,20.685,2/8/2019,11:39,Ewallet,69989749963
3032739429,5/10/2013,6/9/2013,Electronic accessories,75.88,7,26.558,557.718,1/24/2019,10:38,Ewallet,69991733155
3037486776,1/29/2013,2/28/2013,Food and beverages,53.72,1,2.686,56.406,3/1/2019,20:03,Ewallet,69985902793
3047515591,2/3/2013,3/5/2013,Health and beauty,81.95,10,40.975,860.475,3/10/2019,12:39,Credit card,69994411536
3053205526,5/28/2012,6/27/2012,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59,Credit card,69987229511
3053271258,4/3/2013,5/3/2013,Electronic accessories,58.76,10,29.38,616.98,1/29/2019,14:26,Ewallet,69967736141
3056950219,8/11/2013,9/10/2013,Electronic accessories,91.56,8,36.624,769.104,1/12/2019,18:22,Ewallet,69969430843
3059762404,5/25/2012,6/24/2012,Home and lifestyle,93.96,9,42.282,887.922,3/20/2019,11:32,Cash,69983321493
3060840745,10/25/2012,11/24/2012,Home and lifestyle,55.61,7,19.4635,408.7335,3/23/2019,12:41,Cash,69984812063
3066073542,3/2/2012,4/1/2012,Food and beverages,84.83,1,4.2415,89.0715,1/14/2019,15:20,Ewallet,69900000000
3077571538,2/27/2013,3/29/2013,Sports and travel,71.63,2,7.163,150.423,2/12/2019,14:33,Ewallet,69984534742
3078815567,4/2/2013,5/2/2013,Home and lifestyle,37.69,2,3.769,79.149,2/20/2019,15:29,Ewallet,69995248724
3085234788,2/9/2013,3/11/2013,Sports and travel,31.67,8,12.668,266.028,1/2/2019,16:19,Credit card,69994302857
3086321519,3/1/2013,3/31/2013,Food and beverages,38.42,1,1.921,40.341,2/2/2019,16:33,Cash,69991400853
3089793704,10/9/2012,11/8/2012,Fashion accessories,65.23,10,32.615,684.915,1/8/2019,19:07,Credit card,69981264314
3090463749,3/1/2013,3/31/2013,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,14:43,Credit card,69979385815
3090692385,11/22/2012,12/22/2012,Home and lifestyle,12.29,9,5.5305,116.1405,3/26/2019,19:28,Credit card,69982880282
3091329049,2/6/2013,3/8/2013,Health and beauty,81.23,7,28.4305,597.0405,1/15/2019,20:44,Cash,69983926675
3094167273,8/1/2013,8/31/2013,Fashion accessories,22.32,4,4.464,93.744,3/14/2019,11:16,Ewallet,69991527245
3097229122,4/8/2013,5/8/2013,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31,Credit card,69987457130
3102041998,1/17/2012,2/16/2012,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,12:30,Ewallet,69997053419
3109120531,8/4/2013,9/3/2013,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,15:05,Ewallet,69985340353
3110080050,9/18/2012,10/18/2012,Fashion accessories,84.87,3,12.7305,267.3405,1/25/2019,18:30,Ewallet,69984553258
3110539999,3/30/2012,4/29/2012,Fashion accessories,97.29,8,38.916,817.236,3/9/2019,13:18,Credit card,69983390665
3110878377,6/19/2013,7/19/2013,Electronic accessories,35.74,8,14.296,300.216,2/17/2019,15:28,Ewallet,69968254546
3112379825,5/25/2013,6/24/2013,Home and lifestyle,96.52,6,28.956,608.076,1/11/2019,11:52,Cash,69991526320
3113502518,9/15/2012,10/15/2012,Food and beverages,18.85,10,9.425,197.925,2/27/2019,18:24,Ewallet,95971878726
3115534110,5/31/2013,6/30/2013,Food and beverages,55.39,4,11.078,232.638,3/25/2019,15:19,Ewallet,95995629517
3121730234,10/5/2012,11/4/2012,Food and beverages,77.2,10,38.6,810.6,2/11/2019,10:38,Credit card,95979236217
3123420222,7/3/2012,8/2/2012,Electronic accessories,72.13,10,36.065,757.365,1/31/2019,15:12,Credit card,95976444653
3138040805,10/2/2012,11/1/2012,Fashion accessories,63.88,8,25.552,536.592,1/20/2019,17:48,Ewallet,95983967355
3141193941,1/9/2013,2/8/2013,Health and beauty,10.69,5,2.6725,56.1225,3/26/2019,11:07,Ewallet,95996552458
3146057306,8/8/2012,9/7/2012,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,95980258272
3148320908,10/31/2013,11/30/2013,Home and lifestyle,95.46,8,38.184,801.864,3/5/2019,19:40,Ewallet,95976442785
3148914031,2/28/2012,3/29/2012,Fashion accessories,76.06,3,11.409,239.589,1/5/2019,20:30,Credit card,95999877734
3148980303,5/17/2012,6/16/2012,Sports and travel,13.69,6,4.107,86.247,2/13/2019,13:59,Cash,95971723886
3153726272,1/20/2013,2/19/2013,Electronic accessories,95.64,4,19.128,401.688,3/16/2019,18:51,Cash,95992757956
3154502347,3/10/2013,4/9/2013,Home and lifestyle,11.43,6,3.429,72.009,1/15/2019,17:24,Cash,95988888888
3155625555,5/6/2013,6/5/2013,Sports and travel,95.54,4,19.108,401.268,2/26/2019,11:58,Ewallet,95979827466
3155920868,8/8/2012,9/7/2012,Health and beauty,85.87,7,30.0545,631.1445,2/27/2019,19:01,Credit card,95982841602
3158139891,7/29/2012,8/28/2012,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,16:50,Ewallet,95975189275
3160080084,4/16/2013,5/16/2013,Food and beverages,52.42,1,2.621,55.041,2/6/2019,10:22,Credit card,95983035213
3161602616,3/29/2012,4/28/2012,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46,Cash,95922222222
3162263646,9/29/2012,10/29/2012,Food and beverages,28.86,5,7.215,151.515,1/22/2019,18:08,Credit card,95968187474
3163580771,8/1/2012,8/31/2012,Health and beauty,65.31,7,22.8585,480.0285,3/5/2019,18:02,Credit card,19975328731
3166292468,9/25/2013,10/25/2013,Sports and travel,93.38,1,4.669,98.049,1/3/2019,13:07,Cash,95974950682
3168924777,4/25/2013,5/25/2013,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,17:52,Cash,95983231745
3170339882,3/7/2012,4/6/2012,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2019,20:32,Ewallet,95994390331
3171200707,12/30/2012,1/29/2013,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,95986758532
3177584497,8/11/2012,9/10/2012,Sports and travel,94.76,4,18.952,397.992,2/11/2019,16:06,Ewallet,95971813524
3180169613,6/16/2012,7/16/2012,Fashion accessories,30.62,1,1.531,32.151,2/5/2019,14:14,Credit card,95976038510
3191043730,11/2/2012,12/2/2012,Home and lifestyle,44.01,8,17.604,369.684,3/3/2019,17:36,Cash,95984886283
3191622040,5/25/2013,6/24/2013,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08,Ewallet,95989827254
3193716421,5/23/2012,6/22/2012,Electronic accessories,74.58,7,26.103,548.163,2/4/2019,16:09,Credit card,95988269551
3197860193,9/22/2012,10/22/2012,Electronic accessories,71.89,8,28.756,603.876,2/19/2019,11:33,Ewallet,95968503858
3205321485,1/20/2012,2/19/2012,Health and beauty,10.99,5,2.7475,57.6975,1/23/2019,10:18,Credit card,95979244214
3206241963,2/22/2013,3/24/2013,Health and beauty,60.47,3,9.0705,190.4805,1/14/2019,10:55,Credit card,95969080760
3208997911,1/12/2013,2/11/2013,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,95996614105
3218896620,8/5/2013,9/4/2013,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,20:06,Credit card,95986094220
3219214405,3/16/2013,4/15/2013,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21,Credit card,95972575419
3223401501,11/30/2012,12/30/2012,Home and lifestyle,97.37,10,48.685,1022.385,1/15/2019,13:48,Credit card,95988497279
3224727771,2/23/2013,3/25/2013,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52,Credit card,95967831032
3225557120,2/20/2013,3/22/2013,Electronic accessories,46.61,2,4.661,97.881,2/26/2019,12:28,Credit card,51985757523
3228259319,11/11/2012,12/11/2012,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,16:26,Ewallet,21998772257
3230944193,7/24/2012,8/23/2012,Home and lifestyle,60.87,1,3.0435,63.9135,1/24/2019,13:24,Cash,51986787934
3240616518,10/18/2013,11/17/2013,Sports and travel,24.49,10,12.245,257.145,2/22/2019,15:15,Cash,51968450224
3242588970,5/15/2013,6/14/2013,Health and beauty,92.78,1,4.639,97.419,3/15/2019,10:50,Credit card,51984083385
3242899571,3/25/2012,4/24/2012,Home and lifestyle,86.69,5,21.6725,455.1225,2/11/2019,18:38,Ewallet,51974729503
3244991557,4/6/2013,5/6/2013,Sports and travel,23.01,6,6.903,144.963,1/12/2019,16:45,Ewallet,21991650221
3248497540,6/9/2012,7/9/2012,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,19:30,Ewallet,51969120997
3248545962,3/24/2012,4/23/2012,Fashion accessories,67.39,7,23.5865,495.3165,3/23/2019,13:23,Ewallet,51980663651
3250840107,11/28/2013,12/28/2013,Fashion accessories,48.96,9,22.032,462.672,3/4/2019,11:27,Cash,51981056445
3261039339,3/29/2013,4/28/2013,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2019,11:12,Cash,51994750517
3264536681,10/15/2012,11/14/2012,Home and lifestyle,77.47,4,15.494,325.374,3/17/2019,16:36,Cash,51973847188
3267864290,1/15/2012,2/14/2012,Sports and travel,93.18,2,9.318,195.678,1/16/2019,18:41,Credit card,51967185755
3271911081,8/26/2013,9/25/2013,Electronic accessories,50.23,4,10.046,210.966,1/8/2019,17:12,Cash,51996392108
3284111300,7/14/2012,8/13/2012,Health and beauty,17.75,1,0.8875,18.6375,1/14/2019,10:38,Cash,51986707574
3285658330,8/19/2013,9/18/2013,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,51976775881
3289097967,8/30/2013,9/29/2013,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,51983424539
3289137440,8/2/2012,9/1/2012,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,51999764846
3289419980,3/24/2012,4/23/2012,Sports and travel,64.97,5,16.2425,341.0925,2/8/2019,12:52,Credit card,51984083385
3294653032,12/7/2012,1/6/2013,Electronic accessories,95.15,1,4.7575,99.9075,3/22/2019,14:00,Cash,51994754025
3298709830,4/10/2012,5/10/2012,Electronic accessories,48.62,8,19.448,408.408,1/24/2019,10:57,Cash,51979514025
3312319528,6/7/2012,7/7/2012,Food and beverages,53.21,8,21.284,446.964,3/14/2019,16:45,Ewallet,51989157848
3314980148,1/8/2012,2/7/2012,Fashion accessories,45.44,7,15.904,333.984,1/23/2019,11:15,Cash,51980332839
3315197094,9/13/2013,10/13/2013,Food and beverages,33.88,8,13.552,284.592,1/19/2019,20:29,Ewallet,51988794949
3319185490,5/10/2012,6/9/2012,Health and beauty,96.16,4,19.232,403.872,1/27/2019,20:03,Credit card,51998880595
3320090298,5/19/2013,6/18/2013,Food and beverages,47.16,5,11.79,247.59,2/3/2019,14:35,Credit card,51982237520
3336714183,3/17/2012,4/16/2012,Electronic accessories,52.89,4,10.578,222.138,3/25/2019,16:32,Ewallet,51993647417
3341311423,9/2/2013,10/2/2013,Home and lifestyle,47.68,2,4.768,100.128,2/24/2019,10:10,Credit card,51993463196
3342383577,6/21/2013,7/21/2013,Sports and travel,10.17,1,0.5085,10.6785,2/7/2019,14:15,Cash,51991533369
3345939091,11/21/2013,12/21/2013,Health and beauty,68.71,3,10.3065,216.4365,3/4/2019,10:05,Cash,51972210070
3347038968,6/13/2012,7/13/2012,Sports and travel,60.08,7,21.028,441.588,2/14/2019,11:36,Credit card,51972210070
3347423476,5/27/2013,6/26/2013,Sports and travel,22.01,4,4.402,92.442,1/29/2019,18:15,Credit card,51993096141
3353183486,10/29/2012,11/28/2012,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,13:53,Credit card,51984310631
3355481569,8/27/2013,9/26/2013,Fashion accessories,41.28,3,6.192,130.032,3/26/2019,18:37,Credit card,51992223663
3357258713,3/24/2013,4/23/2013,Electronic accessories,64.95,10,32.475,681.975,3/24/2019,18:27,Cash,51985027777
3359614666,10/30/2012,11/29/2012,Electronic accessories,74.22,10,37.11,779.31,1/1/2019,14:42,Credit card,51999334912
3362601597,11/30/2013,12/30/2013,Electronic accessories,10.56,8,4.224,88.704,1/24/2019,17:43,Cash,51973718351
3363342172,3/9/2013,4/8/2013,Health and beauty,62.57,4,12.514,262.794,2/25/2019,18:37,Cash,51995086777
3369665872,4/20/2013,5/20/2013,Sports and travel,11.85,8,4.74,99.54,1/9/2019,16:34,Cash,51985318710
3371422208,5/11/2013,6/10/2013,Health and beauty,91.3,1,4.565,95.865,2/14/2019,14:42,Ewallet,51981767754
3372046335,3/17/2012,4/16/2012,Home and lifestyle,40.73,7,14.2555,299.3655,3/12/2019,11:01,Ewallet,51989384263
3374535086,8/12/2013,9/11/2013,Fashion accessories,52.38,1,2.619,54.999,3/26/2019,19:44,Cash,51982237520
3378881881,3/16/2013,4/15/2013,Fashion accessories,38.54,5,9.635,202.335,1/9/2019,13:34,Ewallet,51969339474
3388237396,12/4/2012,1/3/2013,Sports and travel,44.63,6,13.389,281.169,1/2/2019,20:08,Credit card,51995783442
3388733623,3/15/2012,4/14/2012,Electronic accessories,55.87,10,27.935,586.635,1/15/2019,15:01,Cash,51999648801
3392014041,3/1/2012,3/31/2012,Sports and travel,29.22,6,8.766,184.086,1/1/2019,11:40,Ewallet,51989384263
3394333507,8/4/2013,9/3/2013,Fashion accessories,51.94,3,7.791,163.611,2/15/2019,15:21,Cash,51993391433
3398429374,9/1/2013,10/1/2013,Electronic accessories,60.3,1,3.015,63.315,2/28/2019,17:38,Cash,51969120997
3399547582,10/24/2012,11/23/2012,Sports and travel,39.47,2,3.947,82.887,3/2/2019,16:16,Credit card,51993863321
3404073698,5/22/2012,6/21/2012,Food and beverages,14.87,2,1.487,31.227,2/13/2019,18:15,Credit card,51969516198
3414952429,3/10/2013,4/9/2013,Fashion accessories,21.32,1,1.066,22.386,1/26/2019,12:43,Cash,51979773333
3416294053,1/4/2013,2/3/2013,Electronic accessories,93.78,3,14.067,295.407,1/30/2019,11:32,Credit card,48972440717
3418724483,4/17/2013,5/17/2013,Electronic accessories,73.26,1,3.663,76.923,1/27/2019,18:08,Ewallet,48984618573
3424410029,11/13/2013,12/13/2013,Sports and travel,22.38,1,1.119,23.499,1/30/2019,17:08,Credit card,48973173020
3428691656,6/13/2013,7/13/2013,Food and beverages,72.88,9,32.796,688.716,1/8/2019,19:38,Cash,48982386299
3435598635,11/28/2012,12/28/2012,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,13:11,Cash,48972151672
3437789966,4/29/2012,5/29/2012,Fashion accessories,74.1,1,3.705,77.805,1/25/2019,11:05,Cash,48993687814
3438246206,8/31/2013,9/30/2013,Fashion accessories,98.48,2,9.848,206.808,2/19/2019,10:12,Ewallet,48980150496
3442695944,5/11/2012,6/10/2012,Health and beauty,53.19,7,18.6165,390.9465,1/14/2019,15:42,Ewallet,48982653922
3453759273,12/9/2012,1/8/2013,Electronic accessories,52.79,10,26.395,554.295,2/25/2019,11:58,Ewallet,48991736533
3461153482,10/12/2012,11/11/2012,Health and beauty,95.95,5,23.9875,503.7375,1/23/2019,14:21,Ewallet,48999999999
3470607785,4/13/2013,5/13/2013,Fashion accessories,36.51,9,16.4295,345.0195,2/16/2019,10:52,Cash,48911111111
3478923173,5/28/2012,6/27/2012,Food and beverages,21.12,8,8.448,177.408,1/1/2019,19:31,Cash,48986663885
3480348952,4/11/2012,5/11/2012,Home and lifestyle,28.31,4,5.662,118.902,3/7/2019,18:35,Cash,48988722764
3480606970,5/9/2013,6/8/2013,Health and beauty,57.59,6,17.277,362.817,2/15/2019,13:51,Cash,48973615364
3486080032,8/23/2012,9/22/2012,Food and beverages,47.63,9,21.4335,450.1035,1/23/2019,12:35,Cash,48986021535
3491048160,8/28/2013,9/27/2013,Home and lifestyle,86.27,1,4.3135,90.5835,2/20/2019,13:24,Ewallet,48987849365
3503012790,5/14/2013,6/13/2013,Sports and travel,12.76,2,1.276,26.796,1/8/2019,18:06,Ewallet,48981552576
3509509542,8/9/2013,9/8/2013,Home and lifestyle,11.28,9,5.076,106.596,3/17/2019,11:55,Credit card,48969378387
3510258292,6/13/2012,7/13/2012,Home and lifestyle,51.07,7,17.8745,375.3645,1/12/2019,11:42,Cash,48992439021
3511077910,10/6/2012,11/5/2012,Electronic accessories,79.59,3,11.9385,250.7085,1/8/2019,14:30,Cash,48987971543
3515319067,4/16/2013,5/16/2013,Health and beauty,33.81,3,5.0715,106.5015,1/26/2019,15:11,Ewallet,48979429358
3516217989,9/3/2012,10/3/2012,Sports and travel,90.53,8,36.212,760.452,3/15/2019,14:48,Credit card,48980150496
3517011034,2/15/2013,3/17/2013,Health and beauty,62.82,2,6.282,131.922,1/17/2019,12:36,Ewallet,48973825574
3520423399,10/4/2013,11/3/2013,Food and beverages,24.31,3,3.6465,76.5765,1/8/2019,19:09,Credit card,48975127527
3520663396,5/28/2013,6/27/2013,Sports and travel,64.59,4,12.918,271.278,1/6/2019,13:35,Ewallet,48988679561
3523951475,11/25/2013,12/25/2013,Food and beverages,24.82,7,8.687,182.427,2/16/2019,10:33,Credit card,48997449402
3524586307,9/24/2012,10/24/2012,Fashion accessories,56.5,1,2.825,59.325,3/13/2019,15:45,Ewallet,48992079297
3524717788,2/15/2012,3/16/2012,Electronic accessories,21.43,10,10.715,225.015,1/28/2019,11:51,Cash,48971682962
3530838063,5/16/2012,6/15/2012,Sports and travel,89.06,6,26.718,561.078,1/18/2019,17:26,Cash,48969987167
3542268547,8/27/2013,9/26/2013,Home and lifestyle,23.29,4,4.658,97.818,3/19/2019,11:52,Credit card,48984265852
3548287166,10/7/2013,11/6/2013,Home and lifestyle,65.26,8,26.104,548.184,3/15/2019,14:04,Ewallet,48992819285
3550686615,2/28/2012,3/29/2012,Fashion accessories,52.35,1,2.6175,54.9675,2/12/2019,17:49,Cash,48976666666
3556035555,5/6/2012,6/5/2012,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,20:19,Cash,48999655513
3556859305,7/13/2013,8/12/2013,Electronic accessories,90.02,8,36.008,756.168,3/21/2019,16:08,Credit card,48972440717
3557541459,8/19/2013,9/18/2013,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17,Ewallet,48983453749
3558050155,7/28/2012,8/27/2012,Food and beverages,33.21,10,16.605,348.705,1/8/2019,14:25,Ewallet,48998898836
3559978043,8/25/2013,9/24/2013,Fashion accessories,10.18,8,4.072,85.512,3/30/2019,12:51,Credit card,48972325623
3562071227,3/14/2013,4/13/2013,Sports and travel,31.99,10,15.995,335.895,2/20/2019,15:18,Credit card,48987776231
3563628885,10/28/2013,11/27/2013,Home and lifestyle,34.42,6,10.326,216.846,3/30/2019,12:45,Ewallet,48911111111
3564452169,7/20/2013,8/19/2013,Food and beverages,83.34,2,8.334,175.014,3/19/2019,13:37,Cash,48998864513
3575343812,5/23/2013,6/22/2013,Sports and travel,45.58,7,15.953,335.013,1/13/2019,10:03,Cash,79974385842
3581281649,11/29/2013,12/29/2013,Food and beverages,87.9,1,4.395,92.295,2/5/2019,19:42,Ewallet,79968799341
3582527568,8/1/2012,8/31/2012,Electronic accessories,73.47,10,36.735,771.435,3/23/2019,13:14,Ewallet,79992149365
3603372611,4/15/2013,5/15/2013,Fashion accessories,12.19,8,4.876,102.396,3/13/2019,12:47,Ewallet,79975192493
3605319346,2/11/2012,3/12/2012,Sports and travel,76.92,10,38.46,807.66,3/17/2019,19:53,Ewallet,79993063255
3619199367,10/30/2013,11/29/2013,Health and beauty,83.66,5,20.915,439.215,2/21/2019,10:26,Cash,79992592046
3621497785,12/19/2012,1/18/2013,Electronic accessories,57.91,8,23.164,486.444,2/7/2019,15:06,Cash,79991004573
3624022887,9/11/2012,10/11/2012,Fashion accessories,92.49,5,23.1225,485.5725,3/2/2019,16:35,Credit card,79974778665
3636727153,3/12/2012,4/11/2012,Electronic accessories,28.38,5,7.095,148.995,3/6/2019,20:57,Cash,79976275572
3638200662,12/23/2012,1/22/2013,Electronic accessories,50.45,6,15.135,317.835,2/6/2019,15:16,Credit card,79994118433
3651082685,3/20/2012,4/19/2012,Health and beauty,99.16,8,39.664,832.944,1/28/2019,17:47,Credit card,79968447686
3652831331,11/22/2013,12/22/2013,Fashion accessories,60.74,7,21.259,446.439,1/18/2019,16:23,Ewallet,79974028459
3655387597,9/29/2012,10/29/2012,Food and beverages,47.27,6,14.181,297.801,2/5/2019,10:17,Cash,79991145514
3666273580,5/23/2012,6/22/2012,Health and beauty,85.6,7,29.96,629.16,3/2/2019,13:50,Cash,79976775148
